denv1,https://www.uniprot.org/uniprotkb/P17763/entry
denv2,https://www.uniprot.org/uniprotkb/P29991/entry
denv3,https://www.uniprot.org/uniprotkb/P27915/entry
denv4,https://www.uniprot.org/uniprotkb/Q2YHF2/entry
